timestamp,visual_state,wearable_drowsy,fused_state,cpu_percent,energy_estimate
162.69452667236328,SLEEPY,False,SLEEPY,56.2,571.9860000000006
162.7588768005371,SLEEPY,False,SLEEPY,71.9,572.7050000000006
162.8110797405243,SLEEPY,False,SLEEPY,80.8,573.5130000000006
162.8852880001068,SLEEPY,False,SLEEPY,62.5,574.1380000000006
162.94311547279358,SLEEPY,False,SLEEPY,66.7,574.8050000000006
163.00102400779724,SLEEPY,False,SLEEPY,66.7,575.4720000000007
163.07313418388367,SLEEPY,False,SLEEPY,78.6,576.2580000000006
163.15316486358643,SLEEPY,False,SLEEPY,72.5,576.9830000000006
163.2059347629547,SLEEPY,False,SLEEPY,80.0,577.7830000000006
163.27839469909668,SLEEPY,False,SLEEPY,48.8,578.2710000000006
163.3336582183838,SLEEPY,False,SLEEPY,53.3,578.8040000000007
163.3835003376007,SLEEPY,False,SLEEPY,15.4,578.9580000000007
163.43928861618042,SLEEPY,False,SLEEPY,32.0,579.2780000000007
163.51866269111633,SLEEPY,False,SLEEPY,70.7,579.9850000000007
163.59527850151062,SLEEPY,False,SLEEPY,46.3,580.4480000000007
163.66371417045593,SLEEPY,False,SLEEPY,78.0,581.2280000000006
163.72529697418213,SLEEPY,False,SLEEPY,66.7,581.8950000000007
163.78501319885254,SLEEPY,False,SLEEPY,65.6,582.5510000000006
163.84692764282227,SLEEPY,False,SLEEPY,45.8,583.0090000000006
163.91424465179443,SLEEPY,False,SLEEPY,45.0,583.4590000000006
163.97591257095337,SLEEPY,False,SLEEPY,40.6,583.8650000000006
164.0397551059723,SLEEPY,False,SLEEPY,44.1,584.3060000000006
164.08731722831726,SLEEPY,False,SLEEPY,37.5,584.6810000000006
164.14026474952698,SLEEPY,False,SLEEPY,37.5,585.0560000000006
164.22488403320312,SLEEPY,False,SLEEPY,37.3,585.4290000000007
164.2973337173462,SLEEPY,False,SLEEPY,65.6,586.0850000000006
164.35026741027832,SLEEPY,False,SLEEPY,65.7,586.7420000000006
164.41683506965637,SLEEPY,False,SLEEPY,34.4,587.0860000000007
164.4848175048828,SLEEPY,False,SLEEPY,37.5,587.4610000000007
164.55285692214966,SLEEPY,False,SLEEPY,67.5,588.1360000000006
164.6131625175476,SLEEPY,False,SLEEPY,45.5,588.5910000000007
164.67652654647827,SLEEPY,False,SLEEPY,62.5,589.2160000000007
164.73768496513367,SLEEPY,False,SLEEPY,48.0,589.6960000000007
164.8113169670105,SLEEPY,False,SLEEPY,59.5,590.2910000000007
164.8600718975067,SLEEPY,False,SLEEPY,66.7,590.9580000000008
164.92446517944336,SLEEPY,False,SLEEPY,69.7,591.6550000000008
164.9832947254181,SLEEPY,False,SLEEPY,57.6,592.2310000000008
165.04371070861816,SLEEPY,False,SLEEPY,40.6,592.6370000000007
165.10482716560364,SLEEPY,False,SLEEPY,50.0,593.1370000000007
165.1607949733734,SLEEPY,False,SLEEPY,43.8,593.5750000000007
165.2353117465973,SLEEPY,False,SLEEPY,40.6,593.9810000000007
165.29848670959473,SLEEPY,False,SLEEPY,28.1,594.2620000000006
165.34816217422485,SLEEPY,False,SLEEPY,60.7,594.8690000000006
165.42550039291382,SLEEPY,False,SLEEPY,22.7,595.0960000000006
165.4854838848114,SLEEPY,False,SLEEPY,37.5,595.4710000000006
165.54995918273926,SLEEPY,False,SLEEPY,56.2,596.0330000000006
165.7180471420288,SLEEPY,False,SLEEPY,94.4,596.9770000000005
165.808851480484,SLEEPY,False,SLEEPY,66.7,597.6440000000006
165.85604333877563,SLEEPY,False,SLEEPY,58.3,598.2270000000005
165.92192792892456,SLEEPY,False,SLEEPY,35.3,598.5800000000005
165.98713445663452,SLEEPY,False,SLEEPY,21.9,598.7990000000005
166.05021357536316,SLEEPY,False,SLEEPY,78.1,599.5800000000005
166.11303329467773,SLEEPY,False,SLEEPY,26.5,599.8450000000005
166.17422723770142,SLEEPY,False,SLEEPY,26.7,600.1120000000005
166.2412986755371,SLEEPY,False,SLEEPY,40.5,600.5170000000005
166.31645727157593,SLEEPY,False,SLEEPY,26.5,600.7820000000005
166.39614033699036,SLEEPY,False,SLEEPY,16.7,600.9490000000005
166.51234459877014,SLEEPY,False,SLEEPY,83.3,601.7820000000005
166.5845754146576,SLEEPY,False,SLEEPY,37.8,602.1600000000005
166.64646792411804,SLEEPY,False,SLEEPY,20.0,602.3600000000006
166.70848298072815,SLEEPY,False,SLEEPY,22.2,602.5820000000006
166.77290892601013,SLEEPY,False,SLEEPY,43.2,603.0140000000006
166.84335589408875,SLEEPY,False,SLEEPY,40.0,603.4140000000006
166.89079523086548,SLEEPY,False,SLEEPY,45.8,603.8720000000005
166.97366905212402,SLEEPY,False,SLEEPY,29.5,604.1670000000005
167.0347490310669,SLEEPY,False,SLEEPY,34.5,604.5120000000005
167.09024667739868,SLEEPY,False,SLEEPY,33.3,604.8450000000005
167.14082098007202,SLEEPY,False,SLEEPY,20.8,605.0530000000005
167.21620631217957,SLEEPY,False,SLEEPY,25.0,605.3030000000005
167.2684416770935,SLEEPY,False,SLEEPY,16.7,605.4700000000005
167.35243964195251,SLEEPY,False,SLEEPY,20.8,605.6780000000005
167.4070701599121,SLEEPY,False,SLEEPY,20.8,605.8860000000004
167.46012496948242,SLEEPY,False,SLEEPY,35.5,606.2410000000004
167.51617693901062,SLEEPY,False,SLEEPY,30.8,606.5490000000004
167.58982300758362,SLEEPY,False,SLEEPY,36.6,606.9150000000004
167.6492850780487,SLEEPY,False,SLEEPY,20.6,607.1210000000004
167.7253279685974,SLEEPY,False,SLEEPY,50.0,607.6210000000004
167.78075528144836,SLEEPY,False,SLEEPY,59.3,608.2140000000004
167.851256608963,SLEEPY,False,SLEEPY,17.5,608.3890000000004
167.89996981620789,SLEEPY,False,SLEEPY,26.1,608.6500000000003
167.95306015014648,SLEEPY,False,SLEEPY,28.0,608.9300000000003
168.03077626228333,SLEEPY,False,SLEEPY,25.0,609.1800000000003
168.10093212127686,SLEEPY,False,SLEEPY,41.5,609.5950000000003
168.15737557411194,SLEEPY,False,SLEEPY,29.2,609.8870000000003
168.22136044502258,SLEEPY,False,SLEEPY,42.4,610.3110000000003
168.2847385406494,SLEEPY,False,SLEEPY,25.0,610.5610000000003
168.34007859230042,SLEEPY,False,SLEEPY,21.9,610.7800000000003
168.40066742897034,SLEEPY,False,SLEEPY,22.6,611.0060000000003
168.46780133247375,SLEEPY,False,SLEEPY,18.2,611.1880000000003
168.52231454849243,SLEEPY,False,SLEEPY,81.2,612.0000000000003
168.5960955619812,SLEEPY,False,SLEEPY,34.4,612.3440000000004
168.65371823310852,SLEEPY,False,SLEEPY,25.0,612.5940000000004
168.724449634552,SLEEPY,False,SLEEPY,35.9,612.9530000000004
168.77149105072021,SLEEPY,False,SLEEPY,26.1,613.2140000000004
168.83461713790894,SLEEPY,False,SLEEPY,28.1,613.4950000000003
168.89835810661316,SLEEPY,False,SLEEPY,29.4,613.7890000000003
168.96427583694458,SLEEPY,False,SLEEPY,14.7,613.9360000000004
169.02596998214722,SLEEPY,False,SLEEPY,21.9,614.1550000000004
169.08738565444946,SLEEPY,False,SLEEPY,25.0,614.4050000000004
169.15075826644897,SLEEPY,False,SLEEPY,28.1,614.6860000000004
169.2061882019043,SLEEPY,False,SLEEPY,20.8,614.8940000000003
169.27096581459045,SLEEPY,False,SLEEPY,51.2,615.4060000000003
169.34606003761292,SLEEPY,False,SLEEPY,37.5,615.7810000000003
169.40043592453003,SLEEPY,False,SLEEPY,59.4,616.3750000000003
169.4666690826416,SLEEPY,False,SLEEPY,32.4,616.6990000000003
169.53281569480896,SLEEPY,False,SLEEPY,45.5,617.1540000000003
169.61183309555054,SLEEPY,False,SLEEPY,60.5,617.7590000000004
169.6715579032898,SLEEPY,False,SLEEPY,53.1,618.2900000000003
169.73345947265625,SLEEPY,False,SLEEPY,46.9,618.7590000000004
169.79854011535645,SLEEPY,False,SLEEPY,75.0,619.5090000000004
169.8671064376831,SLEEPY,False,SLEEPY,68.3,620.1920000000003
169.92370653152466,SLEEPY,False,SLEEPY,62.5,620.8170000000003
169.98420596122742,SLEEPY,False,SLEEPY,52.9,621.3460000000003
170.055260181427,SLEEPY,False,SLEEPY,50.0,621.8460000000003
170.1058623790741,SLEEPY,False,SLEEPY,41.7,622.2630000000004
170.17483258247375,SLEEPY,False,SLEEPY,37.5,622.6380000000004
170.2296121120453,SLEEPY,False,SLEEPY,37.1,623.0090000000004
170.28925728797913,SLEEPY,False,SLEEPY,34.4,623.3530000000004
170.36270403862,SLEEPY,False,SLEEPY,25.0,623.6030000000004
170.40907216072083,SLEEPY,False,SLEEPY,20.8,623.8110000000004
170.4935817718506,SLEEPY,False,SLEEPY,27.7,624.0880000000004
170.55114364624023,SLEEPY,False,SLEEPY,25.0,624.3380000000004
170.61703777313232,SLEEPY,False,SLEEPY,21.1,624.5490000000004
170.69628810882568,SLEEPY,False,SLEEPY,27.5,624.8240000000004
170.75322794914246,SLEEPY,False,SLEEPY,48.0,625.3040000000004
170.82163166999817,SLEEPY,False,SLEEPY,82.5,626.1290000000005
170.87873220443726,SLEEPY,False,SLEEPY,62.1,626.7500000000005
170.9303948879242,SLEEPY,False,SLEEPY,69.0,627.4400000000005
171.00680541992188,SLEEPY,False,SLEEPY,50.0,627.9400000000005
171.05598902702332,SLEEPY,False,SLEEPY,65.4,628.5940000000005
171.11198687553406,SLEEPY,False,SLEEPY,84.0,629.4340000000005
171.18505787849426,SLEEPY,False,SLEEPY,55.0,629.9840000000005
171.24951601028442,SLEEPY,False,SLEEPY,53.1,630.5150000000004
171.30736088752747,SLEEPY,False,SLEEPY,59.4,631.1090000000005
171.37802386283875,SLEEPY,False,SLEEPY,62.5,631.7340000000005
171.43501663208008,SLEEPY,False,SLEEPY,57.6,632.3100000000005
171.56203627586365,SLEEPY,False,SLEEPY,73.4,633.0440000000006
171.65059876441956,SLEEPY,False,SLEEPY,30.6,633.3500000000006
171.7136890888214,SLEEPY,False,SLEEPY,20.0,633.5500000000006
171.7483205795288,SLEEPY,False,SLEEPY,11.1,633.6610000000006
171.82162809371948,SLEEPY,False,SLEEPY,10.0,633.7610000000006
171.87499904632568,SLEEPY,False,SLEEPY,20.8,633.9690000000006
171.9446964263916,SLEEPY,False,SLEEPY,10.3,634.0720000000006
172.0114245414734,SLEEPY,False,SLEEPY,3.0,634.1020000000005
172.06996250152588,SLEEPY,False,SLEEPY,7.1,634.1730000000006
172.14393734931946,SLEEPY,True,SLEEPY,13.5,634.3080000000006
172.1996567249298,SLEEPY,True,SLEEPY,65.6,634.9640000000005
172.27295970916748,SLEEPY,True,SLEEPY,100.0,635.9640000000005
172.3230745792389,SLEEPY,True,SLEEPY,25.0,636.2140000000005
172.38275575637817,SLEEPY,True,SLEEPY,46.9,636.6830000000006
172.45678210258484,SLEEPY,True,SLEEPY,9.4,636.7770000000006
172.51082253456116,SLEEPY,True,SLEEPY,18.8,636.9650000000006
172.57527613639832,SLEEPY,True,SLEEPY,25.8,637.2230000000006
172.63097190856934,SLEEPY,True,SLEEPY,14.8,637.3710000000007
172.7006323337555,SLEEPY,True,SLEEPY,7.9,637.4500000000006
172.75854206085205,SLEEPY,True,SLEEPY,20.0,637.6500000000007
172.82887744903564,SLEEPY,True,SLEEPY,11.8,637.7680000000007
172.87567329406738,SLEEPY,True,SLEEPY,44.0,638.2080000000008
172.95290088653564,SLEEPY,True,SLEEPY,22.0,638.4280000000008
172.99993753433228,SLEEPY,True,SLEEPY,24.0,638.6680000000008
173.076514005661,SLEEPY,True,SLEEPY,17.5,638.8430000000008
173.1365532875061,SLEEPY,True,SLEEPY,12.5,638.9680000000008
173.20491814613342,SLEEPY,True,SLEEPY,39.4,639.3620000000008
173.2602093219757,SLEEPY,True,SLEEPY,25.8,639.6200000000008
173.32495641708374,SLEEPY,True,SLEEPY,41.2,640.0320000000008
173.38853645324707,SLEEPY,True,SLEEPY,12.5,640.1570000000008
173.44467425346375,SLEEPY,True,SLEEPY,28.1,640.4380000000008
173.51752948760986,SLEEPY,True,SLEEPY,12.5,640.5630000000008
173.5739986896515,SLEEPY,True,SLEEPY,18.2,640.7450000000008
173.6411714553833,SLEEPY,True,SLEEPY,9.4,640.8390000000009
173.6970932483673,SLEEPY,True,SLEEPY,29.0,641.1290000000008
173.746915102005,SLEEPY,True,SLEEPY,32.0,641.4490000000009
173.82316327095032,SLEEPY,True,SLEEPY,35.0,641.7990000000009
173.88501358032227,SLEEPY,True,SLEEPY,15.6,641.9550000000008
173.9595081806183,SLEEPY,True,SLEEPY,17.1,642.1260000000009
174.01370286941528,SLEEPY,True,SLEEPY,9.1,642.2170000000009
174.0828993320465,SLEEPY,True,SLEEPY,40.5,642.6220000000009
174.14008903503418,SLEEPY,True,SLEEPY,50.0,643.1220000000009
174.1920850276947,SLEEPY,True,SLEEPY,58.8,643.7100000000008
174.25228762626648,SLEEPY,True,SLEEPY,57.7,644.2870000000008
174.33027696609497,SLEEPY,True,SLEEPY,54.8,644.8350000000008
174.3908429145813,SLEEPY,True,SLEEPY,50.0,645.3350000000008
174.43615245819092,SLEEPY,True,SLEEPY,37.5,645.7100000000008
174.5141794681549,SLEEPY,True,SLEEPY,22.5,645.9350000000009
174.57826113700867,SLEEPY,True,SLEEPY,27.3,646.2080000000009
174.63058042526245,SLEEPY,True,SLEEPY,44.4,646.6520000000008
174.71039819717407,SLEEPY,True,SLEEPY,30.4,646.9560000000008
174.76927304267883,SLEEPY,True,SLEEPY,66.7,647.6230000000008
174.8226020336151,SLEEPY,True,SLEEPY,46.9,648.0920000000009
174.87453150749207,SLEEPY,True,SLEEPY,25.0,648.3420000000009
174.94697093963623,SLEEPY,True,SLEEPY,34.1,648.6830000000009
175.0134015083313,SLEEPY,True,SLEEPY,21.9,648.902000000001
175.08105611801147,SLEEPY,True,SLEEPY,28.1,649.1830000000009
175.1367108821869,SLEEPY,True,SLEEPY,50.0,649.6830000000009
175.2031044960022,SLEEPY,True,SLEEPY,40.6,650.0890000000009
175.2693350315094,SLEEPY,True,SLEEPY,36.4,650.4530000000009
175.33551359176636,SLEEPY,True,SLEEPY,35.9,650.8120000000009
175.3946988582611,SLEEPY,True,SLEEPY,42.9,651.2410000000009
175.44782662391663,SLEEPY,True,SLEEPY,37.5,651.6160000000009
175.51102495193481,SLEEPY,True,SLEEPY,21.9,651.835000000001
175.57740211486816,SLEEPY,True,SLEEPY,38.2,652.2170000000009
175.6352300643921,SLEEPY,True,SLEEPY,19.4,652.4110000000009
175.69531655311584,SLEEPY,True,SLEEPY,18.2,652.5930000000009
175.76249289512634,SLEEPY,True,SLEEPY,15.6,652.7490000000008
175.8266305923462,SLEEPY,True,SLEEPY,25.0,652.9990000000008
175.88790249824524,SLEEPY,True,SLEEPY,36.4,653.3630000000009
175.9495780467987,SLEEPY,True,SLEEPY,46.9,653.8320000000009
176.01350021362305,SLEEPY,True,SLEEPY,43.8,654.2700000000009
176.08431267738342,SLEEPY,True,SLEEPY,55.0,654.8200000000008
176.13358902931213,SLEEPY,True,SLEEPY,45.8,655.2780000000008
176.20109248161316,SLEEPY,True,SLEEPY,46.9,655.7470000000009
176.2693932056427,SLEEPY,True,SLEEPY,48.6,656.2330000000009
176.3222894668579,SLEEPY,True,SLEEPY,28.6,656.5190000000008
176.3896484375,SLEEPY,True,SLEEPY,23.5,656.7540000000008
176.43915128707886,SLEEPY,True,SLEEPY,29.2,657.0460000000008
176.5122082233429,SLEEPY,True,SLEEPY,37.5,657.4210000000008
176.57067322731018,SLEEPY,True,SLEEPY,9.4,657.5150000000009
176.6208851337433,SLEEPY,True,SLEEPY,40.0,657.9150000000009
176.70596194267273,SLEEPY,True,SLEEPY,20.0,658.1150000000009
176.77867984771729,SLEEPY,True,SLEEPY,40.5,658.5200000000009
176.83689403533936,SLEEPY,True,SLEEPY,60.6,659.1260000000009
176.8958501815796,SLEEPY,True,SLEEPY,42.9,659.5550000000009
176.96638584136963,SLEEPY,True,SLEEPY,40.6,659.9610000000008
177.02702951431274,SLEEPY,True,SLEEPY,27.3,660.2340000000008
177.08930468559265,SLEEPY,True,SLEEPY,52.9,660.7630000000008
177.27158761024475,SLEEPY,True,SLEEPY,83.3,661.5960000000008
177.3296399116516,SLEEPY,True,SLEEPY,66.7,662.2630000000008
177.3911304473877,SLEEPY,True,SLEEPY,28.1,662.5440000000008
177.46985363960266,SLEEPY,True,SLEEPY,25.0,662.7940000000008
177.54105257987976,SLEEPY,True,SLEEPY,21.4,663.0080000000008
177.59666395187378,SLEEPY,True,SLEEPY,20.0,663.2080000000009
177.65218448638916,SLEEPY,True,SLEEPY,26.7,663.4750000000009
177.71058297157288,SLEEPY,True,SLEEPY,16.7,663.642000000001
177.777752161026,SLEEPY,True,SLEEPY,15.6,663.7980000000009
177.84105491638184,SLEEPY,True,SLEEPY,25.0,664.0480000000009
177.90666580200195,SLEEPY,True,SLEEPY,31.2,664.3600000000009
177.96831107139587,SLEEPY,True,SLEEPY,23.5,664.5950000000009
178.03146529197693,SLEEPY,True,SLEEPY,31.2,664.907000000001
178.09420895576477,SLEEPY,True,SLEEPY,30.3,665.210000000001
178.14167523384094,SLEEPY,True,SLEEPY,20.8,665.4180000000009
178.20620250701904,SLEEPY,True,SLEEPY,27.3,665.6910000000009
178.26989150047302,SLEEPY,True,SLEEPY,25.7,665.9480000000009
178.3363938331604,SLEEPY,True,SLEEPY,23.1,666.1790000000009
178.403146982193,SLEEPY,True,SLEEPY,25.0,666.4290000000009
178.4640908241272,SLEEPY,True,SLEEPY,9.4,666.5230000000009
178.5172622203827,SLEEPY,True,SLEEPY,0.0,666.5230000000009
178.58918929100037,SLEEPY,True,SLEEPY,12.5,666.6480000000009
178.65284061431885,SLEEPY,True,SLEEPY,15.2,666.800000000001
178.70987915992737,SLEEPY,True,SLEEPY,33.3,667.133000000001
178.77946591377258,SLEEPY,True,SLEEPY,45.9,667.5920000000009
178.84456300735474,SLEEPY,True,SLEEPY,36.4,667.9560000000009
178.90172505378723,SLEEPY,True,SLEEPY,24.2,668.1980000000009
178.97299647331238,SLEEPY,True,SLEEPY,44.7,668.6450000000009
179.03482627868652,SLEEPY,True,SLEEPY,9.7,668.7420000000009
179.0851800441742,SLEEPY,True,SLEEPY,18.8,668.9300000000009
179.151713848114,SLEEPY,True,SLEEPY,9.7,669.0270000000008
179.21981263160706,SLEEPY,True,SLEEPY,23.5,669.2620000000009
179.27063250541687,SLEEPY,True,SLEEPY,20.7,669.4690000000008
179.33160781860352,SLEEPY,True,SLEEPY,7.4,669.5430000000008
179.3927092552185,SLEEPY,True,SLEEPY,21.9,669.7620000000009
179.46258068084717,SLEEPY,True,SLEEPY,15.0,669.9120000000008
179.52308702468872,SLEEPY,True,SLEEPY,19.4,670.1060000000008
179.59643292427063,SLEEPY,True,SLEEPY,29.4,670.4000000000008
179.64592909812927,SLEEPY,True,SLEEPY,21.4,670.6140000000008
179.70282220840454,SLEEPY,True,SLEEPY,14.3,670.7570000000009
179.78701400756836,SLEEPY,True,SLEEPY,11.1,670.8680000000008
179.8282506465912,SLEEPY,True,SLEEPY,21.1,671.0790000000009
179.89708399772644,SLEEPY,True,SLEEPY,13.9,671.2180000000009
179.9673011302948,SLEEPY,True,SLEEPY,2.8,671.2460000000009
180.02892208099365,SLEEPY,True,SLEEPY,15.6,671.4020000000008
180.08803796768188,SLEEPY,True,SLEEPY,21.2,671.6140000000008
180.1550223827362,SLEEPY,True,SLEEPY,30.3,671.9170000000008
180.21803379058838,SLEEPY,True,SLEEPY,27.3,672.1900000000009
180.26868081092834,SLEEPY,True,SLEEPY,12.5,672.3150000000009
180.3665964603424,SLEEPY,True,SLEEPY,42.9,672.7440000000008
180.4232895374298,SLEEPY,True,SLEEPY,18.5,672.9290000000008
180.49472570419312,SLEEPY,True,SLEEPY,22.5,673.1540000000008
180.5320920944214,SLEEPY,True,SLEEPY,0.0,673.1540000000008
180.61069869995117,SLEEPY,True,SLEEPY,17.5,673.3290000000007
180.6646752357483,SLEEPY,True,SLEEPY,31.2,673.6410000000008
180.73631286621094,SLEEPY,True,SLEEPY,9.4,673.7350000000008
180.80085682868958,SLEEPY,True,SLEEPY,43.9,674.1740000000008
180.8574321269989,SLEEPY,True,SLEEPY,24.0,674.4140000000008
180.9245593547821,SLEEPY,True,SLEEPY,30.3,674.7170000000008
180.97405743598938,SLEEPY,True,SLEEPY,17.2,674.8890000000008
181.0430507659912,SLEEPY,True,SLEEPY,11.4,675.0030000000008
181.09574484825134,SLEEPY,True,SLEEPY,20.8,675.2110000000008
181.1656515598297,SLEEPY,True,SLEEPY,33.3,675.5440000000008
181.23681926727295,SLEEPY,True,SLEEPY,15.6,675.7000000000007
181.29103636741638,SLEEPY,True,SLEEPY,36.4,676.0640000000008
181.35832595825195,SLEEPY,True,SLEEPY,21.2,676.2760000000007
181.4068558216095,SLEEPY,True,SLEEPY,29.2,676.5680000000008
181.47329950332642,SLEEPY,True,SLEEPY,29.3,676.8610000000008
181.55171060562134,SLEEPY,True,SLEEPY,20.0,677.0610000000008
181.60986042022705,SLEEPY,True,SLEEPY,8.3,677.1440000000008
181.6782033443451,SLEEPY,True,SLEEPY,17.1,677.3150000000009
181.74025678634644,SLEEPY,True,SLEEPY,12.9,677.4440000000009
181.81258821487427,SLEEPY,True,SLEEPY,25.7,677.7010000000008
181.86780071258545,SLEEPY,True,SLEEPY,25.8,677.9590000000009
